Category,Sub-Category,Item Name,Points,Found,Item ID,Shortened Item ID,Icon
Buildings,Shops,Pizza,1,FALSE,Buildings_Shops_Pizza,Buildings_Shops_Pizza,storefront
Buildings,Shops,Vape/Person Vaping,2,FALSE,Buildings_Shops_Vape/Person Vaping,Buildings_Shops_Vape,storefront
Car,Colours,Brown,1,FALSE,Car_Colours_Brown,Car_Colours_Brown,palette
Car,Colours,Green,1,FALSE,Car_Colours_Green,Car_Colours_Green,palette
Car,Colours,Orange,2,FALSE,Car_Colours_Orange,Car_Colours_Orange,palette
Car,Colours,Pink,3,FALSE,Car_Colours_Pink,Car_Colours_Pink,palette
Car,Colours,Purple,3,FALSE,Car_Colours_Purple,Car_Colours_Purple,palette
Car,Colours,Two-toned,1,FALSE,Car_Colours_Two-toned,Car_Colours_Two-toned,palette
Car,Colours,Yellow,1,FALSE,Car_Colours_Yellow,Car_Colours_Yellow,palette
Car,External,Bike on a boot,1,FALSE,Car_External_Bike on a boot,Car_External_Bike-boot,directions_car
Car,External,Bike on a roof rack,1,FALSE,Car_External_Bike on a roof rack,Car_External_Bike-roof,directions_car
Car,External,Car with advertising on it,1,FALSE,Car_External_Car with advertising on it,Car_External_Advertising,directions_car
Car,External,Convertible,1,FALSE,Car_External_Convertible,Car_External_Convertible,directions_car
Car,External,Damaged,1,FALSE,Car_External_Damaged,Car_External_Damaged,directions_car
Car,External,Double Exhaust,1,FALSE,Car_External_Double Exhaust,Car_External_Double Exhaust,directions_car
Car,External,Hazard lights on,1,FALSE,Car_External_Hazard lights on,Car_External_Hazard,directions_car
Car,External,Poppy,2,FALSE,Car_External_Poppy,Car_External_Poppy,directions_car
Car,External,Roof Storage Pod,1,FALSE,Car_External_Roof Storage Pod,Car_External_Roof Storage,directions_car
Car,External,Spoiler,1,FALSE,Car_External_Spoiler,Car_External_Spoiler,directions_car
Car,Internal,Car seat,2,FALSE,Car_Internal_Car seat,Car_Internal_Car seat,airline_seat_recline_normal
Car,Internal,Clothes hanging in car,2,FALSE,Car_Internal_Clothes hanging in car,Car_Internal_Clothes,airline_seat_recline_normal
Car,Internal,Filled to the brim,2,FALSE,Car_Internal_Filled to the brim,Car_Internal_Filled,airline_seat_recline_normal
Car,Models,Audi,1,FALSE,Car_Models_Audi,Car_Models_Audi,car_tag
Car,Models,Bentley/Sports Car etc.,3,FALSE,Car_Models_Bentley/Sports Car etc.,Car_Models_Bentley,car_tag
Car,Models,BMW,1,FALSE,Car_Models_BMW,Car_Models_BMW,car_tag
Car,Models,Citroen,1,FALSE,Car_Models_Citroen,Car_Models_Citroen,car_tag
Car,Models,Cupra,2,FALSE,Car_Models_Cupra,Car_Models_Cupra,car_tag
Car,Models,Dacia,2,FALSE,Car_Models_Dacia,Car_Models_Dacia,car_tag
Car,Models,Fiat,1,FALSE,Car_Models_Fiat,Car_Models_Fiat,car_tag
Car,Models,Ford,1,FALSE,Car_Models_Ford,Car_Models_Ford,car_tag
Car,Models,Honda,1,FALSE,Car_Models_Honda,Car_Models_Honda,car_tag
Car,Models,Hyundai,1,FALSE,Car_Models_Hyundai,Car_Models_Hyundai,car_tag
Car,Models,Jaguar,2,FALSE,Car_Models_Jaguar,Car_Models_Jaguar,car_tag
Car,Models,Jeep,3,FALSE,Car_Models_Jeep,Car_Models_Jeep,car_tag
Car,Models,KIA,1,FALSE,Car_Models_KIA,Car_Models_KIA,car_tag
Car,Models,Land Rover,1,FALSE,Car_Models_Land Rover,Car_Models_Land Rover,car_tag
Car,Models,Lexus,2,FALSE,Car_Models_Lexus,Car_Models_Lexus,car_tag
Car,Models,Mazda,1,FALSE,Car_Models_Mazda,Car_Models_Mazda,car_tag
Car,Models,Mercedes-Benz,1,FALSE,Car_Models_Mercedes-Benz,Car_Models_Mercedes-Benz,car_tag
Car,Models,MG,2,FALSE,Car_Models_MG,Car_Models_MG,car_tag
Car,Models,Mini (Regular),1,FALSE,Car_Models_Mini (Regular),Car_Models_Mini (Regular),car_tag
Car,Models,Mini (Union Jack),2,FALSE,Car_Models_Mini (Union Jack),Car_Models_Mini (Union Jack),car_tag
Car,Models,Mitsubishi,3,FALSE,Car_Models_Mitsubishi,Car_Models_Mitsubishi,car_tag
Car,Models,Nissan,1,FALSE,Car_Models_Nissan,Car_Models_Nissan,car_tag
Car,Models,Peugeot,1,FALSE,Car_Models_Peugeot,Car_Models_Peugeot,car_tag
Car,Models,Porsche,2,FALSE,Car_Models_Porsche,Car_Models_Porsche,car_tag
Car,Models,Range Rover,1,FALSE,Car_Models_Range Rover,Car_Models_Range Rover,car_tag
Car,Models,Renault,1,FALSE,Car_Models_Renault,Car_Models_Renault,car_tag
Car,Models,Seat/Smart,1,FALSE,Car_Models_Seat/Smart,Car_Models_Seat/Smart,car_tag
Car,Models,Skoda,1,FALSE,Car_Models_Skoda,Car_Models_Skoda,car_tag
Car,Models,Suzuki,2,FALSE,Car_Models_Suzuki,Car_Models_Suzuki,car_tag
Car,Models,Tesla,1,FALSE,Car_Models_Tesla,Car_Models_Tesla,car_tag
Car,Models,Toyota,1,FALSE,Car_Models_Toyota,Car_Models_Toyota,car_tag
Car,Models,Vauxhall,1,FALSE,Car_Models_Vauxhall,Car_Models_Vauxhall,car_tag
Car,Models,Volkswagen,1,FALSE,Car_Models_Volkswagen,Car_Models_Volkswagen,car_tag
Car,Models,Volvo,1,FALSE,Car_Models_Volvo,Car_Models_Volvo,car_tag
Car,Number Plates,Alternative,3,FALSE,Car_Number Plates_Alternative,Car_Number Plates_Alternative,confirmation_number
Car,Number Plates,European,2,FALSE,Car_Number Plates_European,Car_Number Plates_European,confirmation_number
Car,Number Plates,Personalised,2,FALSE,Car_Number Plates_Personalised,Car_Number Plates_Personalised,confirmation_number
Car,Stickers,Baby On Board,2,FALSE,Car_Stickers_Baby On Board,Car_Stickers_Baby,branding_watermark
Car,Stickers,GB,3,FALSE,Car_Stickers_GB,Car_Stickers_GB,branding_watermark
Car,Stickers,Learner,2,FALSE,Car_Stickers_Learner,Car_Stickers_Learner,branding_watermark
Car,Stickers,Passed,3,FALSE,Car_Stickers_Passed,Car_Stickers_Passed,branding_watermark
Car,Stickers,UK,2,FALSE,Car_Stickers_UK,Car_Stickers_UK,branding_watermark
Misc - Items,Bins,Biffa/Large Bin,2,FALSE,Misc - Items_Bins_Biffa/Large Bin,Misc - Items_Bins_Biffa,recycling
Misc - Items,Bins,Dog poo bin,2,FALSE,Misc - Items_Bins_Dog poo bin,Misc - Items_Bins_Dog poo,recycling
Misc - Items,Bins,Litter bin,1,FALSE,Misc - Items_Bins_Litter bin,Misc - Items_Bins_Litter,recycling
Misc - Items,Bins,Recycling Box Other,2,FALSE,Misc - Items_Bins_Recycling Box Other,Misc - Items_Bins_Recycling,recycling
Misc - Items,Bins,Skip,1,FALSE,Misc - Items_Bins_Skip,Misc - Items_Bins_Skip,recycling
Misc - Items,Bins,Wheelie Black/Grey,1,FALSE,Misc - Items_Bins_Wheelie Black/Grey,Misc - Items_Bins_Wheelie Black,recycling
Misc - Items,Bins,Wheelie Brown,1,FALSE,Misc - Items_Bins_Wheelie Brown,Misc - Items_Bins_Wheelie Brown,recycling
Misc - Items,Bins,Wheelie Green,1,FALSE,Misc - Items_Bins_Wheelie Green,Misc - Items_Bins_Wheelie Green,recycling
Misc - Items,Bus Stop,Bus Stop (Pole only),1,FALSE,Misc - Items_Bus Stop_Bus Stop (Pole only),Misc - Items_Bus Stop_Bus Stop Pole,bus_map_pin
Misc - Items,Bus Stop,Bus Stop with Shelter,2,FALSE,Misc - Items_Bus Stop_Bus Stop with Shelter,Misc - Items_Bus Stop_Bus Stop Shelter,bus_map_pin
Misc - Items,Flags,Flag - Not Country Related,2,FALSE,Misc - Items_Flags_Flag - Not Country Related,Misc - Items_Flags_Flag - Not Country Related,flag
Misc - Items,Flags,Flag - Other Country,3,FALSE,Misc - Items_Flags_Flag - Other Country,Misc - Items_Flags_Flag - Other Country,flag
Misc - Items,Flags,Flag - St. Georges Cross,2,FALSE,Misc - Items_Flags_Flag - St. Georges Cross,Misc - Items_Flags_Flag - St. Georges Cross,flag
Misc - Items,Flags,Flag - Union Jack,2,FALSE,Misc - Items_Flags_Flag - Union Jack,Misc - Items_Flags_Flag - Union Jack,flag
Misc - Items,Objects,Bunting/Fairy Lights,2,FALSE,Misc - Items_Objects_Bunting/Fairy Lights,Misc - Items_Objects_Bunting_Fairy Lights,category
Misc - Items,Objects,Detatched Tyre,1,FALSE,Misc - Items_Objects_Detatched Tyre,Misc - Items_Objects_Detatched Tyre,category
Misc - Items,Objects,Door or Window Open,2,FALSE,Misc - Items_Objects_Door or Window Open,Misc - Items_Objects_Door_Window Open,category
Misc - Items,Objects,Graffiti,1,FALSE,Misc - Items_Objects_Graffiti,Misc - Items_Objects_Graffiti,category
Misc - Items,Objects,Ladder,1,FALSE,Misc - Items_Objects_Ladder,Misc - Items_Objects_Ladder,category
Misc - Items,Objects,Lifesaving Ring,3,FALSE,Misc - Items_Objects_Lifesaving Ring,Misc - Items_Objects_Lifesaving Ring,category
Misc - Items,Objects,Mirror Convex,3,FALSE,Misc - Items_Objects_Mirror Convex,Misc - Items_Objects_Mirror Convex,category
Misc - Items,Objects,Portable toilet/Portaloo,2,FALSE,Misc - Items_Objects_Portable toilet/Portaloo,Misc - Items_Objects_Portaloo,category
Misc - Items,Objects,Post box,1,FALSE,Misc - Items_Objects_Post box,Misc - Items_Objects_Post box,category
Misc - Items,Objects,Salt/Grit Container,1,FALSE,Misc - Items_Objects_Salt/Grit Container,Misc - Items_Objects_Salt Container,category
Misc - Items,Objects,Speed camera,1,FALSE,Misc - Items_Objects_Speed camera,Misc - Items_Objects_Speed camera,category
Misc - Items,Objects,Telephone box,2,FALSE,Misc - Items_Objects_Telephone box,Misc - Items_Objects_Telephone box,category
Misc - Items,Objects,Washing/Clothes Hung Up,1,FALSE,Misc - Items_Objects_Washing/Clothes Hung Up,Misc - Items_Objects_Washing,category
Misc - Items,Objects,Wooden Pallets,1,FALSE,Misc - Items_Objects_Wooden Pallets,Misc - Items_Objects_Wooden Pallets,category
Misc - Items,People,Hat,2,FALSE,Misc - Items_People_Hat,Misc - Items_People_Hat,person
Misc - Items,People,Jogger,2,FALSE,Misc - Items_People_Jogger,Misc - Items_People_Jogger,person
Misc - Items,People,Person on their phone,1,FALSE,Misc - Items_People_Person on their phone,Misc - Items_People_Doom_Scroll,person
Misc - Items,Technology,CCTV Camera,1,FALSE,Misc - Items_Technology_CCTV Camera,Misc - Items_Technology_CCTV Camera,settings_input_antenna
Misc - Items,Technology,Pylon (end),3,FALSE,Misc - Items_Technology_Pylon (end),Misc - Items_Technology_End Pylon,settings_input_antenna
Misc - Items,Technology,Satellite Dish,1,FALSE,Misc - Items_Technology_Satellite Dish,Misc - Items_Technology_Satellite Dish,settings_input_antenna
Misc - Items,Technology,Solar Panels,1,FALSE,Misc - Items_Technology_Solar Panels,Misc - Items_Technology_Solar Panels,settings_input_antenna
Misc - Items,Technology,Wind Turbine,3,FALSE,Misc - Items_Technology_Wind Turbine,Misc - Items_Technology_Wind Turbine,settings_input_antenna
Parks & Nature,Hay Bales,Covered,3,FALSE,Parks & Nature_Hay Bales_Covered,Parks & Nature_Hay Bales_Covered,wheat
Parks & Nature,Hay Bales,Uncovered,3,FALSE,Parks & Nature_Hay Bales_Uncovered,Parks & Nature_Hay Bales_Uncovered,wheat
Parks & Nature,Nature,Expanse of water,1,FALSE,Parks & Nature_Nature_Expanse of water,Parks & Nature_Nature_Expanse of water,park
Parks & Nature,Nature,Flowers,1,FALSE,Parks & Nature_Nature_Flowers,Parks & Nature_Nature_Flowers,park
Parks & Nature,Nature,Plastic bag in tree,1,FALSE,Parks & Nature_Nature_Plastic bag in tree,Parks & Nature_Nature_Plastic bage,park
Parks & Nature,Playground,Ball,3,FALSE,Parks & Nature_Playground_Ball,Parks & Nature_Playground_Ball,child_care
Parks & Nature,Playground,Equipment,2,FALSE,Parks & Nature_Playground_Equipment,Parks & Nature_Playground_Equipment,child_care
Parks & Nature,Playground,Football Posts,2,FALSE,Parks & Nature_Playground_Football Posts,Parks & Nature_Playground_Football Posts,child_care
Road,Floor,Bus Lane/Stop,1,FALSE,Road_Floor_Bus Lane/Stop,Road_Floor_Bus Lane/Stop,road
Road,Floor,Double Yellow Lines,1,FALSE,Road_Floor_Double Yellow Lines,Road_Floor_Double Yellow Lines,road
Road,Floor,Keep Clear/No Entry,1,FALSE,Road_Floor_Keep Clear/No Entry,Road_Floor_Keep Clear_No Entry,road
Road,Floor,Road kill,1,FALSE,Road_Floor_Road kill,Road_Floor_Road kill,road
Road,Floor,Rumble Strip/Speed Bump,1,FALSE,Road_Floor_Rumble Strip/Speed Bump,Road_Floor_Speed Bump,road
Road,Floor,Slow,1,FALSE,Road_Floor_Slow,Road_Floor_Slow,road
Road,Floor,Speed Limit (Any),1,FALSE,Road_Floor_Speed Limit (Any),Road_Floor_Speed Limit (Any),road
Road,Floor,Yellow Box Junction,2,FALSE,Road_Floor_Yellow Box Junction,Road_Floor_Yellow Box Junction,road
Road,Floor,Zebra crossing,1,FALSE,Road_Floor_Zebra crossing,Road_Floor_Zebra crossing,road
Road,Traffic Cones,Blue,2,FALSE,Road_Traffic Cones_Blue,Road_Traffic Cones_Blue,warning
Road,Traffic Cones,Green,3,FALSE,Road_Traffic Cones_Green,Road_Traffic Cones_Green,warning
Road,Traffic Cones,Orange,1,FALSE,Road_Traffic Cones_Orange,Road_Traffic Cones_Orange,warning
Road,Traffic Cones,With Light on Top,3,FALSE,Road_Traffic Cones_With Light on Top,Road_Traffic Cones_Light on Top,warning
Road,Traffic Cones,Yellow,2,FALSE,Road_Traffic Cones_Yellow,Road_Traffic Cones_Yellow,warning
Signs,Distance,Miles: < 01 (Fraction),1,FALSE,Signs_Distance_Miles: < 01 (Fraction),Signs_Distance_Miles: < 01 (Fraction),signpost
Signs,Distance,Miles: 01-05,1,FALSE,Signs_Distance_Miles: 01-05,Signs_Distance_Miles: 01-05,signpost
Signs,Distance,Miles: 06-10,1,FALSE,Signs_Distance_Miles: 06-10,Signs_Distance_Miles: 06-10,signpost
Signs,Distance,Miles: 10-19,1,FALSE,Signs_Distance_Miles: 10-19,Signs_Distance_Miles: 10-19,signpost
Signs,Distance,Miles: 20-29,1,FALSE,Signs_Distance_Miles: 20-29,Signs_Distance_Miles: 20-29,signpost
Signs,Distance,Miles: 30-39,1,FALSE,Signs_Distance_Miles: 30-39,Signs_Distance_Miles: 30-39,signpost
Signs,Distance,Miles: 40-49,1,FALSE,Signs_Distance_Miles: 40-49,Signs_Distance_Miles: 40-49,signpost
Signs,Distance,Miles: 50+,2,FALSE,Signs_Distance_Miles: 50+,Signs_Distance_Miles: 50+,signpost
Signs,Estate Agent,For Sale,1,FALSE,Signs_Estate Agent_For Sale,Signs_Estate Agent_For Sale,house
Signs,Estate Agent,Sold,1,FALSE,Signs_Estate Agent_Sold,Signs_Estate Agent_Sold,house
Signs,Estate Agent,To Let/Let,1,FALSE,Signs_Estate Agent_To Let/Let,Signs_Estate Agent_To Let_Let,house
Signs,Highway Code,Speed 05/15,3,FALSE,Signs_Highway Code_Speed 05/15,Signs_Highway Code_Speed 5 or 15,speed
Signs,Highway Code,Speed 10,2,FALSE,Signs_Highway Code_Speed 10,Signs_Highway Code_Speed 10,speed
Signs,Highway Code,Speed 20,3,FALSE,Signs_Highway Code_Speed 20,Signs_Highway Code_Speed 20,speed
Signs,Highway Code,Speed 30,1,FALSE,Signs_Highway Code_Speed 30,Signs_Highway Code_Speed 30,speed
Signs,Highway Code,Speed 40,1,FALSE,Signs_Highway Code_Speed 40,Signs_Highway Code_Speed 40,speed
Signs,Highway Code,Speed 50,1,FALSE,Signs_Highway Code_Speed 50,Signs_Highway Code_Speed 50,speed
Signs,Highway Code,Speed 60,3,FALSE,Signs_Highway Code_Speed 60,Signs_Highway Code_Speed 60,speed
Signs,Highway Code,Average Speed Check,2,FALSE,Signs_Highway Code_Average Speed Check,Signs_Highway Code_Average Speed Check,speed
Signs,Highway Code,National Speed Limit,1,FALSE,Signs_Highway Code_National Speed Limit,Signs_Highway Code_National Speed Limit,speed
Signs,Highway Code,Reduce Speed Now,1,FALSE,Signs_Highway Code_Reduce Speed Now,Signs_Highway Code_Reduce Speed Now,speed
Signs,Highway Code,Aeroplane/Airport,1,FALSE,Signs_Highway Code_Aeroplane/Airport,Signs_Highway Code_Aeroplane or Airport,report
Signs,Highway Code,Animal,2,FALSE,Signs_Highway Code_Animal,Signs_Highway Code_Animal,report
Signs,Highway Code,Bend to Left/Right,1,FALSE,Signs_Highway Code_Bend to Left/Right,Signs_Highway Code_Bend to Left or Right,report
Signs,Highway Code,Blank (triangle or circle),2,FALSE,Signs_Highway Code_Blank (triangle or circle),Signs_Highway Code_Blank,report
Signs,Highway Code,Diverted Traffic,1,FALSE,Signs_Highway Code_Diverted Traffic,Signs_Highway Code_Diverted Traffic,report
Signs,Highway Code,Exclamation Mark (!),1,FALSE,Signs_Highway Code_Exclamation Mark (!),Signs_Highway Code_Exclamation Mark,report
Signs,Highway Code,Horse-riding,2,FALSE,Signs_Highway Code_Horse-riding,Signs_Highway Code_Horse-riding,report
Signs,Highway Code,Human Figure in it,1,FALSE,Signs_Highway Code_Human Figure in it,Signs_Highway Code_Human Figure,report
Signs,Highway Code,Junction on Bend Ahead,1,FALSE,Signs_Highway Code_Junction on Bend Ahead,Signs_Highway Code_Junction on Bend Ahead,report
Signs,Highway Code,Men At Work,1,FALSE,Signs_Highway Code_Men At Work,Signs_Highway Code_Men At Work,report
Signs,Highway Code,Queues Likely,1,FALSE,Signs_Highway Code_Queues Likely,Signs_Highway Code_Queues Likely,report
Signs,Highway Code,Roundabout,1,FALSE,Signs_Highway Code_Roundabout,Signs_Highway Code_Roundabout,report
Signs,Highway Code,Sandbag,1,FALSE,Signs_Highway Code_Sandbag,Signs_Highway Code_Sandbag,report
Signs,Highway Code,School,1,FALSE,Signs_Highway Code_School,Signs_Highway Code_School,report
Signs,Highway Code,Slippery Road,1,FALSE,Signs_Highway Code_Slippery Road,Signs_Highway Code_Slippery Road,report
Signs,Highway Code,Traffic Merging,1,FALSE,Signs_Highway Code_Traffic Merging,Signs_Highway Code_Traffic Merging,report
Signs,Highway Code,Uneven Road - Double Hump,1,FALSE,Signs_Highway Code_Uneven Road - Double Hump,Signs_Highway Code_Uneven Road Double,report
Signs,Highway Code,Uneven Road - Single Hump,1,FALSE,Signs_Highway Code_Uneven Road - Single Hump,Signs_Highway Code_Uneven Road Single,report
Signs,Highway Code,Give Way,1,FALSE,Signs_Highway Code_Give Way,Signs_Highway Code_Give Way,rule
Signs,Highway Code,Height/Width Restriction,2,FALSE,Signs_Highway Code_Height/Width Restriction,Signs_Highway Code_Height/Width Restriction,rule
Signs,Highway Code,No Entry,1,FALSE,Signs_Highway Code_No Entry,Signs_Highway Code_No Entry,rule
Signs,Highway Code,No Left/Right Turn,1,FALSE,Signs_Highway Code_No Left/Right Turn,Signs_Highway Code_No Left/Right Turn,rule
Signs,Highway Code,No Stopping,1,FALSE,Signs_Highway Code_No Stopping,Signs_Highway Code_No Stopping,rule
Signs,Highway Code,Permit Holders Parking,1,FALSE,Signs_Highway Code_Permit Holders Parking,Signs_Highway Code_Permit Parking,rule
Signs,Highway Code,Priority Right of Way,2,FALSE,Signs_Highway Code_Priority Right of Way,Signs_Highway Code_Priority,rule
Signs,Highway Code,Weight Restriction,2,FALSE,Signs_Highway Code_Weight Restriction,Signs_Highway Code_Weight Restriction,rule
Signs,Highway Code,Countdown Markers (321),1,FALSE,Signs_Highway Code_Countdown Markers (321),Signs_Highway Code_Countdown Markers,info
Signs,Highway Code,Hospital (Blue),2,FALSE,Signs_Highway Code_Hospital (Blue),Signs_Highway Code_Hospital Blue,info
Signs,Highway Code,Hospital (Red),2,FALSE,Signs_Highway Code_Hospital (Red),Signs_Highway Code_Hospital Red,info
Signs,Highway Code,No Through Road,1,FALSE,Signs_Highway Code_No Through Road,Signs_Highway Code_No Through Road,info
Signs,Highway Code,Railway,1,FALSE,Signs_Highway Code_Railway,Signs_Highway Code_Railway,info
Signs,Highway Code,SOS,1,FALSE,Signs_Highway Code_SOS,Signs_Highway Code_SOS,info
Signs,Highway Code,Speed Camera,1,FALSE,Signs_Highway Code_Speed Camera,Signs_Highway Code_Speed Camera,info
Signs,Highway Code,Welcome to…,2,FALSE,Signs_Highway Code_Welcome to…,Signs_Highway Code_Welcome to…,info
Signs,Highway Code,Please Drive Carefully,1,FALSE,Signs_Highway Code_Please Drive Carefully,Signs_Highway Code_Please Drive Carefully,info
Signs,Highway Code,Tourism Sign - No Writing,1,FALSE,Signs_Highway Code_Tourism Sign - No Writing,Signs_Highway Code_Tourism Sign - No Writing,info
Signs,Highway Code,Tourism Sign - With Writing,1,FALSE,Signs_Highway Code_Tourism Sign - With Writing,Signs_Highway Code_Tourism Sign - With Writing,info
Signs,Orange,Orange Circle/Filled,1,FALSE,Signs_Orange_Orange Circle/Filled,Signs_Orange_Orange Circle/Filled,category
Signs,Orange,Orange Circle/Unfilled,1,FALSE,Signs_Orange_Orange Circle/Unfilled,Signs_Orange_Orange Circle/Unfilled,category
Signs,Orange,Orange Cross (X),3,FALSE,Signs_Orange_Orange Cross (X),Signs_Orange_Orange Cross (X),category
Signs,Orange,Orange Diamond/Filled,1,FALSE,Signs_Orange_Orange Diamond/Filled,Signs_Orange_Orange Diamond/Filled,category
Signs,Orange,Orange Diamond/Unfilled,1,FALSE,Signs_Orange_Orange Diamond/Unfilled,Signs_Orange_Orange Diamond/Unfilled,category
Signs,Orange,Orange Square/Filled,1,FALSE,Signs_Orange_Orange Square/Filled,Signs_Orange_Orange Square/Filled,category
Signs,Orange,Orange Square/Unfilled,1,FALSE,Signs_Orange_Orange Square/Unfilled,Signs_Orange_Orange Square/Unfilled,category
Signs,Orange,Orange Triangle/Filled,1,FALSE,Signs_Orange_Orange Triangle/Filled,Signs_Orange_Orange Triangle/Filled,category
Signs,Orange,Orange Triangle/Unfilled,1,FALSE,Signs_Orange_Orange Triangle/Unfilled,Signs_Orange_Orange Triangle/Unfilled,category
Signs,Road Names,Avenue/Court/Crescent,2,FALSE,Signs_Road Names_Avenue/Court/Crescent,Signs_Road Names_Avenue/Court/Crescent,add_road
Signs,Road Names,Close,2,FALSE,Signs_Road Names_Close,Signs_Road Names_Close,add_road
Signs,Road Names,Lane,2,FALSE,Signs_Road Names_Lane,Signs_Road Names_Lane,add_road
Signs,Road Names,Road,1,FALSE,Signs_Road Names_Road,Signs_Road Names_Road,add_road
Signs,Road Names,Street,1,FALSE,Signs_Road Names_Street,Signs_Road Names_Street,add_road
Signs,Road Names,Way,2,FALSE,Signs_Road Names_Way,Signs_Road Names_Way,add_road
Van,Delivery,DHL,1,FALSE,Van_Delivery_DHL,Van_Delivery_DHL,local_shipping
Van,Delivery,DPD Blue (Local),2,FALSE,Van_Delivery_DPD Blue (Local),Van_Delivery_DPD Blue (Local),local_shipping
